position,gc_content
492000,56.599999999999994
493000,58.8
494000,55.50000000000001
495000,50.9
496000,53.400000000000006
497000,50.5
498000,53.2
499000,51.6
500000,51.7
501000,53.5
502000,55.7
503000,47.5
504000,51.800000000000004
505000,51.0
506000,51.7
507000,50.4
508000,50.5
509000,59.0
510000,58.5
511000,50.9
512000,54.900000000000006
513000,51.2
514000,57.699999999999996
515000,49.4
516000,46.300000000000004
517000,54.0
518000,54.2
519000,53.800000000000004
520000,58.3
521000,57.9
522000,51.7
523000,56.599999999999994
524000,64.1
525000,62.1
526000,61.9
527000,35.4
528000,39.2
529000,43.9
530000,54.1
531000,53.0
532000,46.800000000000004
533000,51.2
534000,54.800000000000004
535000,49.4
536000,45.4
537000,46.0
538000,47.4
539000,50.6
540000,51.7
541000,49.0
542000,57.9
543000,45.2
544000,50.8
545000,50.5
546000,46.800000000000004
547000,58.099999999999994
548000,55.60000000000001
549000,58.199999999999996
550000,56.99999999999999
551000,55.800000000000004
552000,58.3
553000,53.7
554000,47.3
555000,57.099999999999994
556000,54.0
557000,51.6
558000,38.9
559000,43.1
560000,46.800000000000004
561000,48.9
562000,45.0
563000,47.5
564000,42.6
565000,47.199999999999996
566000,51.300000000000004
567000,55.00000000000001
568000,39.0
569000,36.8
570000,33.0
571000,39.2
572000,46.1
573000,50.8
574000,44.4
575000,52.1
576000,42.6
577000,42.1
578000,46.400000000000006
579000,37.7
580000,44.4
581000,52.300000000000004
582000,42.3
583000,30.9
584000,33.0
585000,40.9
586000,47.5
587000,51.5
588000,56.2
589000,56.99999999999999
590000,51.7
591000,54.400000000000006
592000,52.2
593000,49.9
594000,51.300000000000004
595000,53.400000000000006
596000,48.9
597000,49.3
598000,55.900000000000006
599000,56.3
600000,55.50000000000001
601000,55.60000000000001
602000,53.0
603000,47.8
604000,49.7
605000,48.4
606000,51.6
607000,47.5
608000,52.1
609000,48.6
610000,51.6
611000,54.300000000000004
612000,51.9
613000,54.800000000000004
614000,56.699999999999996
615000,56.2
616000,57.49999999999999
617000,56.699999999999996
618000,41.699999999999996
619000,51.6
620000,57.099999999999994
621000,60.6
622000,55.400000000000006
623000,55.900000000000006
624000,52.7
625000,57.8
626000,55.60000000000001
627000,55.1
628000,57.099999999999994
629000,52.5
630000,58.3
631000,57.199999999999996
632000,54.400000000000006
633000,54.0
634000,53.1
635000,45.7
636000,41.8
637000,39.6
638000,45.300000000000004
639000,51.9
640000,54.50000000000001
641000,49.2
642000,50.0
643000,51.0
644000,49.3
645000,50.7
646000,50.6
647000,56.3
648000,56.3
649000,57.49999999999999
650000,56.699999999999996
651000,47.099999999999994
652000,44.0
653000,51.4
654000,51.800000000000004
655000,49.4
656000,37.8
657000,43.5
658000,52.400000000000006
659000,51.9
660000,46.2
661000,41.4
662000,48.1
663000,49.9
664000,56.10000000000001
665000,53.900000000000006
666000,52.1
667000,51.9
668000,55.300000000000004
669000,49.8
670000,50.9
671000,52.5
672000,53.5
673000,54.6
674000,50.5
675000,50.6
676000,42.5
677000,46.7
678000,46.400000000000006
679000,43.3
680000,48.4
681000,50.8
682000,51.5
683000,45.800000000000004
684000,53.300000000000004
685000,50.4
686000,50.9
687000,48.1
688000,55.1
689000,51.1
690000,54.7
691000,50.9
692000,53.6
693000,53.0
694000,55.300000000000004
695000,57.099999999999994
696000,52.0
697000,49.1
698000,51.5
699000,49.1
700000,52.0
701000,51.4
702000,51.800000000000004
703000,45.6
704000,57.099999999999994
705000,51.9
706000,51.5
707000,51.1
708000,45.0
709000,51.800000000000004
710000,44.800000000000004
711000,51.6
712000,49.7
713000,51.4
714000,56.8
715000,46.1
716000,42.699999999999996
717000,51.300000000000004
718000,51.0
719000,49.1
720000,41.699999999999996
721000,53.800000000000004
722000,56.8
723000,58.599999999999994
724000,56.599999999999994
725000,55.50000000000001
726000,57.3
727000,56.3
728000,49.8
729000,50.5
730000,63.9
731000,58.9
732000,63.0
733000,43.1
734000,57.3
735000,43.3
736000,33.300000000000004
737000,41.699999999999996
738000,39.1
739000,51.1
740000,54.6
741000,51.9
742000,49.2
743000,54.7
744000,58.3
745000,55.7
746000,53.2
747000,53.1
748000,44.9
749000,48.8
750000,51.4
751000,49.1
752000,41.9
753000,47.9
754000,44.2
755000,51.0
756000,56.599999999999994
757000,55.300000000000004
758000,50.7
759000,55.300000000000004
760000,57.4
761000,55.400000000000006
762000,54.800000000000004
763000,54.1
764000,54.400000000000006
765000,45.300000000000004
766000,55.1
767000,54.0
768000,48.699999999999996
769000,50.0
770000,45.4
771000,43.6
772000,53.7
773000,55.00000000000001
774000,48.699999999999996
775000,51.300000000000004
776000,51.800000000000004
777000,51.0
778000,53.2
779000,50.9
780000,48.3
781000,50.8
782000,48.699999999999996
783000,48.8
784000,51.6
785000,46.1
786000,53.0
787000,50.2
788000,54.50000000000001
789000,53.0
790000,56.2
791000,54.400000000000006
792000,48.1
793000,53.800000000000004
794000,49.1
795000,49.9
796000,54.400000000000006
797000,52.900000000000006
798000,52.2
799000,52.7
800000,41.6
801000,46.6
802000,50.1
803000,48.4
804000,54.50000000000001
805000,50.3
806000,52.6
807000,51.1
808000,56.99999999999999
809000,54.800000000000004
810000,56.10000000000001
811000,58.9
812000,52.900000000000006
813000,46.2
814000,54.7
815000,51.4
816000,49.3
817000,54.400000000000006
818000,53.1
819000,54.7
820000,43.7
821000,46.1
822000,54.300000000000004
823000,54.7
824000,53.300000000000004
825000,52.6
826000,54.1
827000,54.900000000000006
828000,56.99999999999999
829000,56.699999999999996
830000,52.900000000000006
831000,54.6
832000,52.7
833000,53.300000000000004
834000,54.6
835000,54.2
836000,53.7
837000,52.5
838000,49.0
839000,53.0
840000,54.6
841000,49.8
842000,50.5
843000,53.300000000000004
844000,52.1
845000,52.300000000000004
846000,54.0
847000,49.9
848000,45.4
849000,49.5
850000,45.7
851000,49.2
852000,47.699999999999996
853000,50.5
854000,51.6
855000,51.300000000000004
856000,53.6
857000,51.300000000000004
858000,55.900000000000006
859000,45.7
860000,54.1
861000,53.800000000000004
862000,54.0
863000,52.900000000000006
864000,54.400000000000006
865000,56.599999999999994
866000,53.2
867000,55.00000000000001
868000,55.00000000000001
869000,51.4
870000,53.1
871000,54.2
872000,49.7
873000,38.5
874000,43.4
875000,43.8
876000,47.199999999999996
877000,52.300000000000004
878000,48.0
879000,50.9
880000,49.1
881000,51.2
882000,51.4
883000,48.0
884000,52.1
885000,48.8
886000,54.1
887000,49.7
888000,52.1
889000,47.199999999999996
890000,46.6
891000,52.300000000000004
892000,55.1
893000,44.3
894000,53.0
895000,55.300000000000004
896000,51.800000000000004
897000,53.6
898000,53.1
899000,52.900000000000006
900000,45.7
901000,53.5
902000,51.300000000000004
903000,50.5
904000,51.4
905000,56.10000000000001
906000,52.400000000000006
907000,55.50000000000001
908000,55.900000000000006
909000,54.400000000000006
910000,55.00000000000001
911000,54.300000000000004
912000,55.1
913000,51.6
914000,46.800000000000004
915000,55.00000000000001
916000,45.5
917000,52.6
918000,51.9
919000,50.7
920000,54.900000000000006
921000,51.7
922000,48.4
923000,52.1
924000,51.2
925000,49.5
926000,46.300000000000004
927000,54.300000000000004
928000,54.300000000000004
929000,54.6
930000,52.300000000000004
931000,52.300000000000004
932000,45.6
933000,50.6
934000,56.39999999999999
935000,56.2
936000,51.6
937000,50.7
938000,54.2
939000,52.2
940000,48.199999999999996
941000,54.800000000000004
942000,52.2
943000,50.8
944000,53.400000000000006
945000,46.0
946000,51.9
947000,45.7
948000,46.400000000000006
949000,45.5
950000,47.4
951000,49.6
952000,51.800000000000004
953000,49.0
954000,42.8
955000,51.6
956000,49.1
957000,47.699999999999996
958000,49.7
959000,50.9
960000,47.599999999999994
961000,51.5
962000,51.300000000000004
963000,50.6
964000,46.6
965000,51.4
966000,49.1
967000,50.2
968000,54.50000000000001
969000,52.400000000000006
970000,51.1
971000,49.6
972000,54.50000000000001
973000,50.2
974000,53.300000000000004
975000,51.2
976000,55.00000000000001
977000,57.599999999999994
978000,55.50000000000001
979000,54.900000000000006
980000,51.1
981000,54.0
982000,51.5
983000,51.0
984000,50.2
985000,49.7
986000,47.699999999999996
987000,40.8
988000,52.900000000000006
989000,50.2
990000,48.6
991000,52.800000000000004
992000,54.6
993000,55.300000000000004
994000,55.800000000000004
995000,56.39999999999999
996000,53.1
997000,42.8
998000,43.6
999000,45.4
1000000,47.5
1001000,49.1
1002000,48.1
1003000,48.3
1004000,52.2
1005000,43.8
1006000,49.8
1007000,50.8
1008000,55.50000000000001
1009000,52.2
1010000,52.7
1011000,50.6
1012000,53.7
1013000,50.1
1014000,49.3
1015000,49.4
1016000,51.300000000000004
1017000,52.400000000000006
1018000,47.0
1019000,54.0
1020000,45.5
1021000,45.7
1022000,52.800000000000004
1023000,53.0
1024000,49.9
1025000,52.800000000000004
1026000,52.800000000000004
1027000,47.199999999999996
1028000,53.2
1029000,51.6
1030000,49.4
1031000,46.2
1032000,56.00000000000001
1033000,55.800000000000004
1034000,57.49999999999999
1035000,54.2
1036000,56.699999999999996
1037000,51.7
1038000,55.800000000000004
1039000,54.6
1040000,52.1
1041000,52.0
1042000,51.2
1043000,50.8
1044000,50.3
1045000,50.1
1046000,52.2
1047000,51.1
1048000,52.7
1049000,48.6
1050000,45.800000000000004
1051000,42.8
1052000,46.9
1053000,50.1
1054000,55.2
1055000,53.800000000000004
1056000,53.1
1057000,51.9
1058000,50.8
1059000,55.00000000000001
1060000,54.1
1061000,55.7
1062000,53.2
1063000,50.0
1064000,33.300000000000004
1065000,45.4
1066000,49.5
1067000,49.3
1068000,51.0
1069000,55.300000000000004
1070000,57.9
1071000,56.8
1072000,56.00000000000001
1073000,54.7
1074000,49.8
1075000,57.49999999999999
1076000,59.099999999999994
1077000,55.00000000000001
1078000,54.50000000000001
1079000,47.199999999999996
1080000,56.99999999999999
1081000,48.9
1082000,51.800000000000004
1083000,53.1
1084000,50.6
1085000,52.300000000000004
1086000,46.1
1087000,46.2
1088000,42.6
1089000,47.0
1090000,48.3
1091000,47.5
1092000,37.5
1093000,37.4
1094000,52.300000000000004
1095000,46.1
1096000,42.6
1097000,52.900000000000006
1098000,50.6
1099000,50.3
1100000,51.1
1101000,48.4
1102000,43.1
1103000,34.9
1104000,46.2
1105000,44.4
1106000,52.400000000000006
1107000,47.5
1108000,43.6
1109000,46.400000000000006
1110000,53.1
1111000,53.900000000000006
1112000,55.7
1113000,51.2
1114000,50.3
1115000,54.400000000000006
1116000,48.6
1117000,48.9
1118000,50.3
1119000,43.6
1120000,50.2
1121000,44.9
1122000,51.2
1123000,49.3
1124000,54.7
1125000,48.3
1126000,52.400000000000006
1127000,54.2
1128000,54.6
1129000,50.4
1130000,51.6
1131000,53.5
1132000,53.6
1133000,52.6
1134000,55.300000000000004
1135000,54.300000000000004
1136000,52.900000000000006
1137000,55.50000000000001
1138000,52.5
1139000,51.4
1140000,50.3
1141000,54.6
1142000,56.99999999999999
1143000,55.50000000000001
1144000,45.9
1145000,52.1
1146000,48.0
1147000,52.800000000000004
1148000,51.2
1149000,55.1
1150000,52.300000000000004
1151000,49.5
1152000,53.7
1153000,50.3
1154000,51.5
1155000,52.400000000000006
1156000,52.900000000000006
1157000,48.8
1158000,53.0
1159000,51.800000000000004
1160000,49.5
1161000,46.0
1162000,53.300000000000004
1163000,53.900000000000006
1164000,53.300000000000004
1165000,46.800000000000004
1166000,51.7
1167000,53.5
1168000,46.800000000000004
1169000,49.6
1170000,52.2
1171000,54.0
1172000,56.10000000000001
1173000,54.50000000000001
1174000,51.0
1175000,49.3
1176000,53.400000000000006
1177000,55.800000000000004
1178000,50.4
1179000,52.300000000000004
1180000,46.9
1181000,45.0
1182000,50.5
1183000,51.300000000000004
1184000,49.9
1185000,48.699999999999996
1186000,50.4
1187000,54.50000000000001
1188000,51.9
1189000,49.5
1190000,48.4
1191000,52.1
1192000,56.10000000000001
1193000,51.6
1194000,50.6
1195000,49.4
1196000,44.800000000000004
1197000,32.800000000000004
1198000,33.5
1199000,40.8
1200000,44.9
1201000,46.2
1202000,43.8
1203000,47.699999999999996
1204000,53.900000000000006
1205000,55.50000000000001
1206000,57.49999999999999
1207000,54.800000000000004
1208000,45.6
1209000,45.6
1210000,39.6
1211000,34.9
1212000,31.8
1213000,46.7
1214000,41.0
1215000,39.7
1216000,34.8
1217000,44.3
1218000,42.0
1219000,38.0
1220000,37.0
1221000,50.2
1222000,48.4
1223000,42.699999999999996
1224000,47.199999999999996
1225000,49.7
1226000,41.5
1227000,44.7
1228000,51.0
1229000,41.699999999999996
1230000,39.7
1231000,51.1
1232000,52.800000000000004
1233000,51.4
1234000,49.7
1235000,50.7
1236000,49.6
1237000,50.7
1238000,56.39999999999999
1239000,57.199999999999996
1240000,50.0
1241000,52.7
1242000,51.2
1243000,51.5
1244000,49.3
1245000,45.7
1246000,52.900000000000006
1247000,47.4
1248000,50.1
1249000,52.5
1250000,51.0
1251000,50.4
1252000,51.5
1253000,48.9
1254000,52.7
1255000,46.9
1256000,37.2
1257000,49.9
1258000,48.9
1259000,55.800000000000004
1260000,51.6
1261000,52.800000000000004
1262000,52.400000000000006
1263000,51.1
1264000,54.300000000000004
1265000,53.2
1266000,53.400000000000006
1267000,48.199999999999996
1268000,50.0
1269000,51.4
1270000,49.0
1271000,45.800000000000004
1272000,49.2
1273000,48.3
1274000,51.0
1275000,52.800000000000004
1276000,53.7
1277000,48.4
1278000,53.900000000000006
1279000,45.5
1280000,55.7
1281000,55.800000000000004
1282000,54.900000000000006
1283000,53.800000000000004
1284000,53.800000000000004
1285000,55.7
1286000,56.10000000000001
1287000,50.8
1288000,46.9
1289000,49.3
1290000,48.8
1291000,46.5
1292000,45.300000000000004
1293000,40.8
1294000,49.6
1295000,54.50000000000001
1296000,51.2
1297000,49.2
1298000,43.1
1299000,47.4
1300000,47.599999999999994
1301000,46.400000000000006
1302000,48.1
1303000,47.0
1304000,53.1
1305000,51.2
1306000,50.4
1307000,50.1
1308000,50.7
1309000,41.5
1310000,43.4
1311000,50.8
1312000,47.599999999999994
1313000,46.2
1314000,47.4
1315000,42.1
1316000,46.5
1317000,54.7
1318000,54.0
1319000,53.0
1320000,57.099999999999994
1321000,56.99999999999999
1322000,51.300000000000004
1323000,51.300000000000004
1324000,48.6
1325000,45.5
1326000,48.199999999999996
1327000,52.2
1328000,53.1
1329000,49.9
1330000,48.3
1331000,52.7
1332000,51.1
1333000,46.1
1334000,47.199999999999996
1335000,43.9
1336000,53.800000000000004
1337000,52.400000000000006
1338000,50.4
1339000,50.2
1340000,49.7
1341000,49.6
1342000,52.6
1343000,44.2
1344000,46.400000000000006
1345000,47.3
1346000,47.599999999999994
1347000,53.5
1348000,52.300000000000004
1349000,50.7
1350000,53.2
1351000,50.9
1352000,50.5
1353000,52.6
1354000,54.900000000000006
1355000,53.300000000000004
1356000,54.0
1357000,49.6
1358000,53.6
1359000,54.50000000000001
1360000,51.2
1361000,50.1
1362000,49.8
1363000,58.599999999999994
1364000,57.699999999999996
1365000,58.099999999999994
1366000,55.50000000000001
1367000,50.7
1368000,48.5
1369000,50.8
1370000,42.699999999999996
1371000,44.0
1372000,51.6
1373000,53.5
1374000,52.0
1375000,56.2
1376000,53.5
1377000,54.2
1378000,55.00000000000001
1379000,53.400000000000006
1380000,54.2
1381000,48.5
1382000,49.4
1383000,46.0
1384000,55.300000000000004
1385000,54.7
1386000,52.0
1387000,52.7
1388000,49.8
1389000,54.50000000000001
1390000,49.2
1391000,46.5
1392000,45.1
1393000,47.0
1394000,46.2
1395000,43.1
1396000,54.50000000000001
1397000,46.2
1398000,49.2
1399000,48.699999999999996
1400000,48.4
1401000,49.8
1402000,54.1
1403000,54.800000000000004
1404000,49.6
1405000,46.6
1406000,52.900000000000006
1407000,43.8
1408000,52.2
1409000,50.4
1410000,51.0
1411000,48.5
1412000,43.5
1413000,40.2
1414000,47.5
1415000,48.8
1416000,51.5
1417000,41.699999999999996
1418000,41.4
1419000,45.5
1420000,45.800000000000004
1421000,47.699999999999996
1422000,51.4
1423000,44.800000000000004
1424000,38.800000000000004
1425000,44.4
1426000,45.2
1427000,49.8
1428000,56.3
1429000,58.8
1430000,53.7
1431000,49.0
1432000,48.6
1433000,40.400000000000006
1434000,36.199999999999996
1435000,45.800000000000004
1436000,45.800000000000004
1437000,47.199999999999996
1438000,54.50000000000001
1439000,52.400000000000006
1440000,52.1
1441000,49.4
1442000,47.0
1443000,52.400000000000006
1444000,54.2
1445000,46.300000000000004
1446000,45.6
1447000,50.3
1448000,53.0
1449000,50.9
1450000,49.6
1451000,49.7
1452000,55.400000000000006
1453000,48.0
1454000,51.4
1455000,53.1
1456000,54.400000000000006
1457000,53.300000000000004
1458000,55.00000000000001
1459000,53.900000000000006
1460000,52.2
1461000,56.3
1462000,52.5
1463000,50.8
1464000,51.1
1465000,39.7
1466000,54.900000000000006
1467000,47.699999999999996
1468000,54.6
1469000,46.6
1470000,42.699999999999996
1471000,45.1
1472000,52.0
1473000,54.50000000000001
1474000,51.1
1475000,40.6
1476000,43.2
1477000,46.1
1478000,44.800000000000004
1479000,48.3
1480000,51.7
1481000,50.7
1482000,50.3
1483000,51.6
1484000,55.300000000000004
1485000,53.900000000000006
1486000,51.4
1487000,48.5
1488000,49.2
1489000,48.9
1490000,46.400000000000006
1491000,46.6
1492000,45.0
1493000,53.900000000000006
1494000,51.2
1495000,48.6
1496000,50.0
1497000,50.3
1498000,47.5
1499000,47.5
1500000,48.4
1501000,49.0
1502000,43.7
1503000,47.199999999999996
1504000,52.400000000000006
1505000,53.400000000000006
1506000,50.0
1507000,50.6
1508000,51.4
1509000,43.9
1510000,51.1
1511000,49.7
1512000,53.7
1513000,53.300000000000004
1514000,53.7
1515000,53.300000000000004
1516000,53.400000000000006
1517000,45.300000000000004
1518000,51.300000000000004
1519000,52.2
1520000,43.6
1521000,48.199999999999996
1522000,54.400000000000006
1523000,47.8
1524000,50.2
1525000,52.5
1526000,42.5
1527000,38.5
1528000,64.7
1529000,49.5
1530000,33.6
1531000,36.199999999999996
1532000,42.699999999999996
1533000,48.1
1534000,51.1
1535000,52.6
1536000,53.300000000000004
1537000,56.89999999999999
1538000,53.400000000000006
1539000,55.800000000000004
1540000,55.1
1541000,54.50000000000001
1542000,53.6
1543000,48.8
1544000,34.2
1545000,36.1
1546000,42.5
1547000,50.9
1548000,53.7
1549000,55.50000000000001
1550000,53.7
1551000,52.0
1552000,48.699999999999996
1553000,52.1
1554000,52.900000000000006
1555000,48.0
1556000,44.5
1557000,54.50000000000001
1558000,53.800000000000004
1559000,52.900000000000006
1560000,54.400000000000006
1561000,51.300000000000004
1562000,51.9
1563000,48.199999999999996
1564000,50.6
1565000,49.4
1566000,43.5
1567000,46.1
1568000,50.6
1569000,48.4
1570000,49.9
1571000,53.6
1572000,39.0
1573000,47.699999999999996
1574000,47.099999999999994
1575000,45.4
1576000,45.9
1577000,46.5
1578000,43.8
1579000,37.1
1580000,41.699999999999996
1581000,43.6
1582000,39.300000000000004
1583000,36.7
1584000,46.6
1585000,52.5
1586000,42.4
1587000,43.9
1588000,44.6
1589000,44.7
1590000,42.5
1591000,47.8
1592000,47.599999999999994
1593000,54.50000000000001
1594000,52.400000000000006
1595000,52.900000000000006
1596000,46.400000000000006
1597000,46.400000000000006
1598000,39.800000000000004
1599000,53.7
1600000,50.4
1601000,47.5
1602000,53.300000000000004
1603000,54.1
1604000,53.0
1605000,50.4
1606000,48.6
1607000,51.300000000000004
1608000,48.3
1609000,50.0
1610000,48.9
1611000,49.8
1612000,52.800000000000004
1613000,52.1
1614000,51.7
